Identifikasjonsnummer	Tittel / betegnelse	Emne nivå 1	Emne nivå 2	Emne nivå 1	Emne nivå 2	Tilstand 0 - 3  (Skjult)	Datering:Sikker eller usikker	Fra:	Til:	Produksjonssted: Sikker eller usikker	By	Land	Verdensdel	Kunstner/produsent	Bredde (cm)	Høyde (cm)	Dybde (cm)	Vekt (gram)	Materiale/teknikk	Proviniens	Oppbevares hvor (Skjult)	Rom:  (Skjult)	H:  (Skjult)	V:  (Skjult)	Annet sted:  (Skjult)	Utlånt  (Skjult)	Supplerende	Nøkkelord	Referanselitteratur
GA_LH_000122	Danemark Suède et Norvége	Foto / film	Fotoalbum			2	Usikker	1850	1899	Sikker		Norge	Europa	Knudsen, Knut	36.3	26			Fotografier montert i album		Magasinet	Reol A2	Hylle 1	Høyre, liggende			Fotoalbum av den norske fotografen Knud Knudsen.	Lysten og hemmeligheten, Knudsen, foto, fotoalbum, samisk, Norge	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000123	Under Nordlysets Straaler: Skildringer fra Lappernes Land	Bøker	Etnografika	Bøker	Fotobøker	1	Sikker	1885		Sikker	København	Danmark	Europa	Tromholt, Sophus	16.5	23.5			Innbundet		Magasinet	Reol A2	Hylle 3	Venstre			Kjøbenhavn: Gyldendalske Boghandels Forlag, 1885. Tekst og fotografier av den danske astronomen Sophus Tromholt. 	Lysten og hemmeligheten, Tromholt, foto, bøker, samisk, nordlys, astronomi, 1800-1899	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000017	Iagttagelser over Nordlys anstillede i Norge, Sverige og Danmark			Bøker	(Vitenskapelige)		Sikker	1880		Sikker	Oslo	Norge	Europa	Tromholt, Sophus	15	23.7									IKKE merket		Christiania: Jacob Dybwad, 1880.	Lysten og hemmeligheten, astronomi, Tromholt, Norge, Sverige, Danmark, 1800-1899	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000125	Extracts from the Letter-press of the Astronomical Observations. Bind 6	Bøker	Plansjeverk	Bøker	(Vitenskapelige)	2	Sikker	1857		Sikker	Edinburgh	Storbritannia	Europa	Smyth, Charles Piazzi	28	28.5			Innbundet		Magasinet	Reol A2	Hylle 2	Midten			Edinburgh 1857. Fullstendig tittel: "Extracts from the Letter-press of the Astronomical Observations, made at the Royal Observatory, Edinburgh". 7 plansjer, derav to håndkolorerte litografier, tre stjernekart  og to tabeller.	Lysten og hemmeligheten, astronomi, Norge, Storbritannia, 1800-1899	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000126	Coelvm Stellatvm in qvo Asterismi	Bøker	Illustrerte	Bøker	(Vitenskapelige)	1	Sikker	1739		Sikker	Halle & Magdeburg	Tyskland	Europa	Semler, M. Christophorus	12	20			Innbundet		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			Halle og Magdeburg 1739. Fullstendig tittel: "Coelvm Stellatvm in qvo Astremi. I Borealis, II Zodiacales, III Avstrales. Albicantibvs in plano nigro stellis methodo, Ivcentibvs in coelo noctvrno astris convenientissima". Bildebok med stjernebilder i tresnitt. Illustrert utbrettside.	Lysten og hemmeligheten, astronomi, latin, Semler, Tyskland, illustrerte, bøker, tresnitt, 1700-1799	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000127	Photographic atlas of auroral forms and scheme for visual observations of auroae	Bøker	Plansjeverk	Bøker	(Vitenskapelige)		Sikker	1930		Sikker	Oslo	Norge	Europa	Størmer, Carl	22.7	29.4			Innbundet		Magasinet	Reol A2	Hylle 2	Midten			Oslo: The international Geodetic and Geophysical Union, 1930. Nordlysatlas med plansjer av originalfoto.	Lysten og hemmeligheten, astronomi, Norge, vitenskapelige, foto, Størmer, nordlys, bøker, 1930-1939	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000128	Winter Sketches in Lapland	Bøker	Plansjeverk	Bøker	Norvegica	1	Sikker	1826		Sikker	London	Storbritannia	Europa	Brooke, Sir Arthur de Capell	45	55.7			Innbundet		Magasinet	Reol A2	Hylle 1	Venstre, liggende			London: John Murray, 1826. Fullstendig tittel: "Winter sketches in Lapland, or illustrations of a journey from Alten on the shores of the Polar Sea in 69°55" North lat. through Norwegian, Russian, and Swedish Lapland, to Torneå at the extremity of the Gulf of Bothnia: intended to exhibit a complete view of the mode of travelling with rein deer, the most striking incidents that occured during the journey, and the general character of the winter scenery of Lapland". Plansjeverk med illustrasjoner i litografi.	Lysten og hemmeligheten, Norge, Sverige, Russland, samisk, illustrerte, bøker, originalgrafikk, plansjeverk, Brooke, Storbritannia, litografi, 1800-1899	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000129	Historia de gentibvs septentrionalibvs	Bøker	Illustrerte	Bøker	Eldre bøker	1	Sikker	1555		Sikker	Roma	Italia	Europa	Magnus, Olaus	20	26.9			Innbundet		Magasinet	Reol A2	Hylle 2	Venstre			Roma 1555. Historia de gentibvs septentrionalibvs ("Historien om de nordiske folk"). Av Olaus Magnus, erkebiskop av Uppsala. Illustrasjoner i tresnitt.	Lysten og hemmeligheten, tresnitt, illustrerte, tidlige, bøker, Magnus, Sverige, latin, Italia, 1500-1599	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000130	Lapponia	Bøker	Etnografika	Bøker	Eldre bøker	1	Sikker	1673		Sikker	Frankfurt	Tyskland	Europa	Schefferus, Johannes	16.1	20.5			Innbundet		Magasinet	Reol A1	Hylle 2	Venstre, i kasse			Frankfurt 1673.  Illustrasjoner i xylografi. Utbrettside med kart over Lappland.	Lysten og hemmeligheten, xylografi, samisk, Schefferus, Sverige, Tyskland, 1600-1699	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000131	Muittalus Samid birra	Bøker	Plansjeverk	Bøker	Etnografika	1	Sikker	1910		Sikker	Stockholm	Sverige	Europa	Turi, Johan	34.3	49.6			Heftet		Magasinet	Reol A2	Hylle 1	Venstre, liggende			Stockholm: Cederquists Grafiske Aktiebolag, 1910. "Af den svenske lap Johan Turi". 2. opplag. Med 14 illustrasjoner i litografi.	Lysten og hemmeligheten, litografi, originalgrafikk, samisk, plansjeverk, Turi, Sverige,  1910-1919	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000132	Beskrivelse over Finmarkens Lapper	Bøker	Illustrerte	Bøker	Etnografika	1	Sikker	1767		Sikker	København	Danmark	Europa	Leem, Knud	20	25.7			Innbundet		Magasinet	Reol A2	Hylle 3	Midten			Kiøbenhavn 1767. Latinsk og dansk tekst i parallelle spalter. 100 plansjer med illustrasjoner i kobberstikk. 	Lysten og hemmeligheten, kobberstikk, originalgrafikk, etnografi, Lappland, plansjeverk, Leem, Danmark, Norge, latin, 1700-1799	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000133	Same Sita - Lappbyn	Bøker	Illustrerte	Bøker	Etnografika	1	Sikker	1938		Sikker	Stockholm	Sverige	Europa	Skum, Nils Nilsson	24.5	31.8			Heftet		Magasinet	Reol A2	Hylle 2	Midten			Stockholm: Aktiebolaget Thule, 1938. "Bilder och lapsk text av Nils Nilsson Skum". Bildeverk med tegninger av Nils Nilsson Skum. Laget i samarbeid med forskeren Ernst Manker.	Lysten og hemmeligheten, illustrerte, bøker, Lappland, samisk, tegning, Skum, Manker, Sverige,  1930-1939	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000134	Acta Lapponica I: Die Lappische Zaubertrommel	Bøker	Etnografika	Bøker		1	Sikker	1938		Sikker	Stockholm	Sverige	Europa	Manker, Ernst	24.5	31.5			Innbundet		Magasinet	Reol A2	Hylle 2	Midten			Stockholm: Aktiebolaget Thule, 1938. Nordiska Museet: Acta Lapponica, I. "Die lappische Zaubertrommel: eine Etnologische Monografie". 	Lysten og hemmeligheten, bøker, Lappland, samisk, plansjeverk, etnografika, Manker, Sverige,  1930-1939	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000018	Nasjonalbiblioteket som verkstedsbibliotek	Guttorms arbeider	Bøker				Sikker	1993																	IKKE merket				"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000136	Acta Lapponica IV: Lapsk kultur vid Stora Lule älvs källsjöar: en etnografisk inventering inom uppdämningsområdet vid Suorva	Bøker	Etnografika	Bøker		1	Sikker	1944		Sikker	Stockholm	Sverige	Europa	Manker, Ernst	24.5	31.5			Innbundet		Magasinet	Reol A2	Hylle 2	Midten			Stockholm: Hugo Geber, 1944. Nordiska Museet: Acta Lapponia, IV. "Lapsk kultur vid Stora Lule älvs källsjöar: en etnografisk inventering inom uppdämningsområdet vid Suorva".	Lysten og hemmeligheten, foto, bøker, Lappland, samisk, etnografika, plansjeverk, Manker, Sverige,  1940-1949	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_LH_000014_A	Der Buchholzschnitt im 15. Jahrhundert	Bøker	Plansjeverk	Bøker	Inkunabler	1	Sikker	1929		Sikker	München	Tyskland	Europa	Schreiber, Wilhelm Ludwig 	38	50			Løse blad i eskeomslag		Magasinet	Reol A2	Hylle 1	Venstre, liggende			München: Weiss & Co, 1929. Fullstendig tittel: "Der Buchholzschnitt im 15. Jahrhundert. In deutschen, schweizer, tschechischen, niederländischen und italienischen Wiegendrucken". Portofolio med 55 løse boksider fra inkunabler trykket i Tyskland, Sveits, Tsjekkia, Nederland og Italia på 1400-tallet. Illustrasjoner i tresnitt, hvorav er del håndkolorerte. Separat hefte med introduksjonstekst og indeks.	Lysten og hemmeligheten, illustrerte, bøker, inkunabler, plansjeverk, Schreiber, Tyskland, Hypnerotomachia Polophili, Hortus Sanitatis, Gart der Gesundheit, Schatzbehalter, Stultifera navis, Heiligenleben, Geistliche Auslegung des Lebens Jesu Christi, Weltchronik, 1400-1499, 1920-29	"Lysten og hemmeligheten", Guttorm Guttormsgaard, Pax forlag, 2004.
GA_000119	Lysten og hemmeligheten	Guttorms arbeider	Bøker			0	Sikker	2004		Sikker	Oslo	Norge	Europa	Guttormsgaard, Guttorm	20.3	26			Heftet								Oslo: Pax Forlag, 2004. Utgitt i forbindelse med utstillingen "Lysten og hemmeligheten - kunstreproduksjon og reproduksjonskunst gjennom 500 år" på Norsk Folkemuseum i 2004. Utgitt i 4100 eks., hvorav 1100 spesialutgaver med til originale grafiske blad av Rolf Nesch, Per Kleiva, Frans Widerberg, Håkon Bleken, Håkon Gullvåg, Sverre Morken, Paul Brand, Ulf Valde Jensen og Jon Gundersen/Guttorm Guttormsgaard.	Lysten og hemmeligheten, Guttorms arbeider, bøker, reproduksjon, reproduksjonskunst, kunstreproduksjon, Guttormsgaard, 2000-2009	
GA_000124_A	ARKIV	Guttorms arbeider	Bøker			0	Sikker	2010		Sikker	Oslo	Norge	Europa	Guttormsgaard, Guttorm	16	16	5		Innbundet								Oslo: Pax Forlag, 2010. "A rare book" - en samling bildefortellinger uten tekst. Bildefortellinger fra utstillingsserien "obs!m.fl.&m.m.m.". 701 sider håndinnbundet med bilslangestrikk. Fire pocketbøker, en utbrettplakat og en leporello. To originale grafiske blad av Guttorm Guttormsgaard og "Blakerforelesningen" av Espen Søbye. Utgitt i 1200 eks, alle signert av G.G.	Guttorms arbeider, bøker, artist's books, ARKIV	
GA_000124_B	Plakat fra ARKIV	Guttorms arbeider	Plakater			0		2010		Sikker	Oslo	Norge	Europa	Guttormsgaard, Guttorm 	92.7	61.6			Offset								Tosidig plakat av tømmerfløtere på Glomma. Vedlegg i boka "ARKIV", Guttorm Guttormsgaard, Pax forlag, 2010.		
GA_000124_C	Boktrykk fra ARKIV	Guttorms arbeider	Grafikk			0	Sikker	2010		Sikker	Oslo	Norge	Europa	Guttormsgaard, Guttorm	16	16			Boktrykk								Vedlegg i boka "ARKIV", Guttorm Guttormsgaard, Pax forlag, 2010.	ARKIV, Guttorms arbeider, blindmateriell, boktrykk, 2010-2019	
GA_000124_D	Boktrykk fra ARKIV	Guttorms arbeider	Grafikk			0	Sikker	2010		Sikker	Oslo	Norge	Europa	Guttormsgaard, Guttorm	16	16			Boktrykk								Vedlegg i boka "ARKIV", Guttorm Guttormsgaard, Pax forlag, 2010.	ARKIV, Guttorms arbeider, hånd, boktrykk, 2010-2019	
GA_000135	Tømmerfløtere på Glomma	Foto / film	Norske motiv	Metaforer		0						Norge	Europa	Ukjent	39	23			Fotografi, montert i glass og ramme							Korea	Metafor for prosjektet. Reprodusert som plakat i ARKIV-boka.	foto, metaforer, norske motiv, tømmerfløtere på Glomma, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000136	Flygemaskin	Foto / film	Print	Metaforer		0						Tyskland	Europa	Mesmer, Gustav & Guttorm Guttormsgaard	59	34			Fotografi, print							Korea	Metafor for prosjektet. Reproduksjon av fotografi i boka "Flugradbauer, Ikaros vom Lautertal genannt", Gustav Mesmer, LOBE-Verlag, 1990.	foto, metaforer, Gustav Mesmer, "Flugradbauer, Ikaros vom Lautertal genannt", Tyskland, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000137	Sovedukkeøyne	Leker	Andre	Metaforer		1		1930	1939	Usikker		Tyskland	Europa	Ukjent	8	8	2		Jern, plastikk, hår	Kjøpt i Grimstad 2004 i en sommer-antikvitetsbutikk						Korea	Metafor for prosjektet. Brukt som åpningsbilde i ARKIV-boka. Originaldukken lukker øynene ved horisontal stilling.	metaforer, leker, jern, plast, øyne, masseproduksjon, ARKIV, 1930-1939	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000138	Grafikkverksted	Foto / film	Originalfoto	Metaforer		1									23.5	17			Fotografi, montert i glass og ramme							Korea	Metafor for prosjektet.	metaforer, verksted, grafikk, originalfoto, foto, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000139	Syklende bjørn	Metaforer		Ephemera	Store	1									32	40			Avisutklipp, montert i glass og ramme							Korea	Metafor for prosjektet.	metaforer, Kina, sirkus, ephemera, utklipp, avis, foto, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000140	Trestubbe	Natur	Tre			0									51	48	42		Tre							Korea	Værbitt trestubbe fra Oslofjorden.	natur, tre, stubbe, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000141	Måleredskap for boktrykk	Verksted / verktøy	Typografiutstyr			0							Europa	Ukjent					Bly							Korea		typografi, typografiutstyr, verktøy, verksted, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000142	Fotavtrykk fra de første amfibier	Natur	Forsteininger			0	Usikker							Den første amfibie	36	20	5		Stein							Korea	Steinhelle med fossile fotavtrykk fra de første amfibier. Antatt datering ca. 350 millioner år.	stein, natur, avtrykk, forsteininger, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000143	Netsuke i elfenben	Figurer	Små figurer			1						Japan	Asia	Ukjent	4	4.3	3.3		Elfenben							Korea		netsuke, elfenben, Japan, figurer, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000144	Trykkblokk for tekstiltrykk	Verksted / verktøy	Trykkblokker			1				Sikker		Iran	Asia	Ukjent	18	12.5	4.5									Korea		trykkblokker, tekstil, Iran, verktøy, trykk, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000145	Trenøkkel	Bruksgjenstander	Tre / små			1						Jemen	Asia	Ukjent	10	12	2		Tre							Korea		tre, nøkkel, bruksgjenstander, Jemen, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000146	Begravningen	Figurer	Döderhultarn	Kunst - kjent	Döderhultarn	1	Sikker	1918	1925	Sikker		Sverige	Europa	Petersson, Axel		19-24			Utskåret og malt tre							Korea	Skulpturgruppe av sju trefigurer.	Döderhultarn, tre, Sverige, figurer, Petersson, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000147	Jaguar panserornament	Figurer	Metall / små			0						Storbritannia	Europa	Jaguar Cars Ltd.		19			Metall							Korea		ornamenter, biler, Storbritannia, metall, stål, dyr, figurer, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000148	Mynt	Mynter				1				Usikker		Afghanistan	Asia		1.2	1.2										Korea		mynter, penger, metall, Afghanistan	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000149	Mikke Mus	Leker	Plast / gummi			1						USA	Nord-Amerika	Walt Disney	10	12.5	12		Gummi							Korea		leker, gummi, plast, USA, Disney, masseproduksjon, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000150	Smeltet plast	Alminnelig ualminnelig		Figurer	Små / Andre	1								Ukjent	11	5	6		Plast							Korea		alminnelig ualminnelig, plast, smeltet, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000151	Pyritt	Natur	Mineraler			1								Natur	29	24	24		Svovelkis							Korea		pyritter, mineraler, metall, natur, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000152	Pyritt	Natur	Mineraler			1								Natur	53	40	35		Svovelkis							Korea		pyritter, mineraler, metall, natur, ARKIV	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000153	David postkort	Postkort	Andre			1					Firenze	Italia	Europa	Michelangelo & Rico Florence	10	15			Preget plast, papp							Korea	Preget postkort	plast, Italia, skulptur, ephemera, David, postkort, Michelangeelo, masseproduksjon	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000154	Men, Women & Dogs	Bøker	Illustrerte			2	Sikker	1943		Sikker	New York	USA	Nord-Amerika	Thurber, James 	10.5	16	1.5									Korea	New York: Bantam Books, 1943.	tegneserier, Thurber, illustrerte, bøker, USA, 1940-1949	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000155	Gammel treleke	Leker	Tre			1	Usikker	1000	1100	Usikker		Norge	Europa	Ukjent	8.7	4	2.8		Utskåret tre							Korea	Antageligvis fra norsk middelalder.	leker, tre, fugler, dyr, middelalder	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000156	Netsuke i valnøtt	Figurer	Små figurer / Trefigurer			1						Kina	Asia	Ukjent	5.1	2.5	2.2		Utskåret valnøtttre							Korea		netsuke, utskåret, tre, Kina, figurer	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000157	Foto av skihopper	Foto / film	Norske motiv			1				Sikker		Norge	Europa	Ukjent	20	22.5			Fotografi, montert i glass og ramme							Korea		ski, norske motiv, amatørfoto, Norge	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000158	Havparti	Kunst - kjent	Balke, Peder 			1	Usikker	1860	1879	Sikker		Norge	Europa	Balke, Peder 	10.5	8.2			Olje på treplate, montert i ramme							Korea		Balke, norske motiv, maleri, kunst - kjent, Norge, 1800-1899	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000159	Landskap med gjerde og hus	Kunst - kjent	Hertervig, Lars 			1				Sikker		Norge	Europa	Hertervig, Lars 	13.6	9.5			Olje på treplate, montert i ramme	Har tilhørt Hertervigs søster iflg.inskripsjon på baksiden.						Korea	Håndskrevet påskrift med blyant på bakplate: "Frå Hertervigs søster".	Hertervig, maleri, norske motiv, kunst - kjent, Norge	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000160	Flaskeåpner	Bruksgjenstander	Metall	Alminnelig ualminnelig		1				Usikker		Norge	Europa	Ukjent	6.2	1.1			Stål							Korea		fugler, dyr, metall, flaskeåpner, bruksgjenstander, alminnelig ualminnelig, Norge	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000162	Fønikisk amulett	Figurer	Små skulpturer			1	Usikker			Sikker		Yemen	Asia	Ukjent	0.8	1.4	1.1		Jaspis							Korea	Datering antageligvis mellom 500 f.Kr til 600 f.Kr. 	amulett, Jemen, fønikisk, figurer	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000163	Stålstol	Møbler	Andre			1	Sikker	1900	1909	Sikker	Paris	Frankrike	Europa	Ukjent	36	78.5			Bøyd stålstreng	Fra park i Paris fra ca. år 1900.						Korea		ståltråd, stål, stoler, metall, Frankrike	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000164	Treredskap	Bruksgjenstander	Tre			1				Sikker		Norge	Europa	Ukjent	20	18	4.2		Tre							Korea		redskap, tre, Norge	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000165	Gårdsredskap av tre	Bruksgjenstander	Tre			1				Sikker		Norge	Europa	Ukjent	45	24			Tre							Korea		redskap, tre, Norge	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000166	Trespade	Bruksgjenstander	Tre			1				Sikker			Afrika	Ukjent	8.8	28			Tre							Korea		redskap, spade, Afrika, tre	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000167	Gammel trekrok	Bruksgjenstander	Tre			1				Sikker		Sverige	Europa	Ukjent	15	28			Tre, metall							Korea		redskap, tre, Sverige	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000168	Måleredskap for tømmer	Bruksgjenstander	Metall			1				Sikker		Norge	Europa	Ukjent	7.5	27			Jern							Korea		redskap, verktøy, metall, tømmer	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000169	Stråhatt	Bruksgjenstander	Tre			1				Sikker	Madrid	Spania	Europa	Ukjent	26	21	10.5		Strå							Korea		strå, hatter, klesplagg, Spania	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000170	Øst-Afrikansk hodestøtte	Figurer	Hodestøtter			1				Sikker			Afrika	Ukjent	45	22.5			Tre							Korea		hodestøtter, tre, Afrika, skulpturer, minoritetskulturer	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000171	Øst-Afrikansk hodestøtte	Figurer	Hodestøtter			1				Sikker			Afrika	Ukjent	18.3	15	14.5		Tre							Korea		hodestøtter, tre, Afrika, skulpturer, minoritetskulturer	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000172	Ijo-maske	Figurer	Afrikanske			1				Sikker		Nigeria	Afrika	Ukjent	30.5	83	14.5		Malt tre							Korea		masker, tre, Nigeria, Afrika, ijo, minoritetskulturer, Afrika	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000173	Koreansk tømrerverktøy	Bruksgjenstander				1				Sikker		Korea	Asia	Ukjent	19.5	8	8.5		Tre							Korea		redskaper, verktøy, tre, Korea	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000174	Blabber Mouth	Bruksgjenstander	Andre			1	Sikker	1980	1989	Sikker		USA	Nord-Amerika	Nasta Industries Inc.	12.5	12.5	7.8		Plast							Korea	Munnen beveger seg i takt med lyden fra radioen.	radio, Blabber Mouth, plast, masseproduksjon, USA, 1980-1989	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000175	Skjelvedokke	Leker	Plast			2									5.5	17			Plast							Korea		leker, plast, dokke, masseproduksjom	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000176	Die Passion eienes Menschen	Bøker	Masereel, Frans	Bøker	Illustrerte	1	Sikker	1921		Sikker	München	Tyskland	Europa	Masereel, Frans	27.5	21.7										Korea	München: Kurt Wolff Verlag, 1921. Bilderoman med 26 illustrasjoner i tresnitt. Opplag 750.  	tresnitt, bilderoman, Masereel, tegneserie, 1920-1929, illustrerte, bøker, Tyskland	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000177	Religiøs tekst	Bøker	Arabiske & orientalske	Bøker	Odde bøker / Kalligrafiske	2	Usikker	1450	1459	Sikker		Egypt	Afrika	Ukjent	21.5	31			Håndskrevet i blekk, innbundet							Korea		arabiske, bøker, Egypt, religiøse tekster, odde bøker, kalligrafiske, Afrika, 1400-1499	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000178	Utskjæring i papp	Guttorms arbeider	Klipp / laser			1				Sikker		Norge	Europa	Guttormsgaard, Guttorm	50	84.5			Utskåret papp							Korea		sjablong, papp, typografi, Guttormsgaard, Russland, Norge	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000179	Krigens redsler (Los Desastres de la Guerra)	Kunst - kjent	Andre	Grafikk	Dyptrykk	1	Sikker	1810	1820			Spania	Europa	Goya, Francisco	53.5	43.5			Etsning							Korea	Fra førsteopplag av bildeserien "Los Desastres de la Guerra". Laget mellom 1810 og 1820.	krig, Spania, Goya, etsning, grafikk, 1800-1899	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000180	Blekkbolle for kalligrafi	Bruksgjenstander el. Verksted / verktøy	Steingods el. Typografiutstyr			1	Sikker	1600	1699	Sikker		Kina	Asia	Ukjent	15	5	12									Korea	Blekkbolle brukt til kalligrafi. 	Kina, kalligrafi, typografi, typografiutstyr, 1600-1699	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000181	Fugl	Russiske fangearbeider		Figurer	Små skulpturer / Tre	1	Sikker	1941	1945	Sikker		Norge	Europa	Russisk krigsfange	25.5	25.5	9		Malt tre							Korea		russiske fangearbeider, krig, fugler, dyr, tre, figurer, 1940-1949	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000182	Koran	Bøker	Arabiske & orientalske	Bøker	Odde bøker	3	Usikker	1850	1859	Sikker	Kairo	Egypt	Afrika	Ukjent	33	22			Håndskrevet i blekk, innbundet							Korea	Håndskrevet Koran med diverse notater og kommentarer.	religiøse tekster, arabiske, bøker, kalligrafiske, Egypt, odde bøker, arabisk, 1800-1899	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000183	Bønn i papirklipp	Papir	Klipp			1				Sikker		Norge	Europa	Ukjent	42	50			Klippet papir							Korea	Klippet ut av ett og sammenhengende ark.	religiøse tekster, papir, bønn, utklipp, typografi	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000184	Hodeklede	Tekstiler	Klesplagg			1						Libya	Afrika	Tuareger fra Libya 	2.5	3.5	5.5		Farget tekstil							Korea	Uåpnet rull av indigofarget, 8-meter langt hodeklede.	Tuareger, Libya, tekstiler, arabisk, Afrika, klesplagg	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000185	Fugl	Russiske fangearbeider		Figurer	Små figuer el. Tre	1	Sikker	1941	1945	Sikker		Norge	Europa	Russisk krigsfange	20	10			Malt tre							Korea		russiske fangearbeider, krig, fugler, tre, figurer, 1940-1949	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
GA_000186	Husmorskolebryst	Guttorms arbeider	Print			0				Sikker		Norge	Europa	Guttormsgaard, Guttorm & ukjent	400	30			Reprodusert fotografi, print							Korea		gamle fotografier, gruppebilder, Guttormsgaard, Norge, print	"ARKIV", Guttorm Guttormgaard, Pax Forlag, 2010.
